id,FCT_id,crop name,1,2,3,4,5,6,7,8,9,10,11,12
1,1043,Wheat flour,0,0,0,0,0,0,0,0,0,0,0,0
2,4156,Carrot,0,0,0,0,0,0,0,0,0,0,0,0
3,4156,Carrot,0,0,0,0,0,0,0,0,0,0,0,0
4,4156,Carrot,0,0,0,0,0,0,0,0,0,0,0,0
5,1043,Wheat flour,0,0,0,0,0,0,0,0,0,0,0,0
6,1043,Wheat flour,0,0,0,0,0,0,0,0,0,0,0,0
